,sentiment,target,kfold
3367, film beğen müzik bayilicaksiniz yapım ol ailece film git film komedi unsur yan duygusal sahne amirlik müzik olağanüstü salon kahkaha kiril giyim san geri kal,positive,1
3368, hadi bak mahsuncugum yanıl dram yön air film basari olmadigini kanat,negative,1
3369, duygusal anlam yapım ege tebrik et küçücük yürek orta koy film ol mi ebet ol anla anla anla düşün,positive,1
3370, kötü ol olmamiscan ikinci geçir film etki birakmadiolmamis güzel yapilsaymis etkile ol,negative,1
3371, liste basit film yorum,positive,1
3372, puan hakket film aile ilişki güzel doğal ol anlatilmis fazla izleyenlerçok komik hata ol anla,negative,1
3373, puan ol şua paket puan 64farkli birey yap çalisilmis fazla aksiyon bade karanlık ülke film sıra basit gel vampir yasa dünya düşün normal insan azınlık saçma,negative,1
3374, film ara türlü özelik bulun görsel efekt senaryo oyun mükemmel,positive,1
3375, güzel aksiyonmacera film kare hisetrdigi sürükleyici film,positive,1
3376, hala film ver küfür hala anlayamiyorumya puan ver ver 712 yas ara izle rastgele puan ver çek kaç kişi katil yazık yazık,negative,1
3377, film vizyon gir artık men hasta ol manto favori karakter film sabir bekle,positive,1
3378, kesici abani lens hal boyunca film başka izle kal kör rol çalismasi oku haber teklif başka oyun götür albay gel davran ol sine git izle film,positive,1
3379, boş film beğenilir anla yürü hamam böcek kedi mama hasta fil göz ali efekt konu fark izle seçim zemin borsa harca,negative,1
3380, dramatik kayıp çanta yasla yazık iç kitap değer ol seyirci film iskelet taşı yeterli çelişki insani psikiyatri başvur kafi sebep,negative,1
3381, üzer müthiş film mükemmel hayat hikaye aile basın gel kötü güzel buda yorum film izle yorum oku yorum oku geç konu bil izle filmimümkünse yap,positive,1
3382, kelebek etki benze geçmiş dön don yol git birey ol sinir zaman makine SMILEYPOSITIVE gusül izle insani birey fark yegane film,positive,1
3383, konu john sayın şeytan labirent hatırla çocuk şeytan çık görün yapım ol,negative,1
3384, fazla korkutucu ol söyle ani gürültü kari sahne dil vasat konu sıra film can sikintisiyla izle bikini katla,negative,1
3385, süper film begendimfilmin eksik akıl tane olumsuz gel basın heyecan kaybet izle,positive,1
3386, antik ver karar fazladan eksik lig adi hayati fark yön ver muhteşem kurgu anlat film hayran kal kesinlikle favori film ara gir mutlaka izle,positive,1
3387, muhteşem,positive,1
3388, film izle film güzel düşün yen konu kötü film komedi tür ol film espri beklenti gir vakit kayıp ver para yazık kötü öğretmen yıl izle kötü film,negative,1
3389, insani ger basaramais konu vasati alt ölüm sahne film kurtar çalisilmis film puan fazla haki fazla film son gel gör ol,negative,1
3390, film san yap korkutucu film ol söyle berbat izle film biran bit iste tamim vakit kayıp asla tavsiye et poster film,negative,1
3391, hayati boyunca berbat birey izle film saçma 1415 yas çoluk çocuk tayfa beğen oyun berbat konu sik para et film,negative,1
3392, film final merak iç götür seyirci,positive,1
3393, ağla gözyaş bez kuru basit gir ağla air duygu yük bil sadet tavsiye et aile balerin çarp örnek çarp nokta güzel isle emek geçen teşekkür,positive,1
3394, berbat bekle bekle film son gel orta gece kapı iç kapa gece isim iç kapaniyofilm ibaret örnek fazla çikaralimson derece sik,negative,1
3395, klasik romantik komedi film cani tatu rol oyna hugo grant taklit ol fazla ileri git,negative,1
3396, dikkat anlat,positive,1
3397, gerçekten zekice murdar filmihanibalin alternatif ol göster,positive,1
3398, film basit sürükleyici yer ali başka yer götür sik sahne sabri karsiligini güzel ali ol,positive,1
3399, film güzel film izle büyük hayal kirikligina uğra film kötü ol im levent film ol bekle uzun süre bekle fildiş film git izle,positive,1
3400, ses getir anlamadigim film yasa olay esinle ol dil film beğeni duy başka birey bul,negative,1
3401, tom hans harika ol muhakkak izle,positive,1
3402, kesinlikle izle berbat amerikan film,negative,1
3403, film sönük film salih sicakligi yoktubeyaz perde eleştirmen beğen,negative,1
3404, güzel ol film mahvet dakika yarisiyormus son anla bitir kurgu zayıf kal,negative,1
3405, muhteşem film gerçekten izle değer film final sahne beğen,positive,1
3406, hayat izle güzel türk film basari film ol normal al insan ol film göz dol bay sahip beğen harika,positive,1
3407, kötü film arkadaş kat nicholasgate naci kabul et böle film,negative,1
3408, ders nitelik orijinal film beğen diyalog bahset beğen sahne domuz et hak et diyalog gerçekten muhteşem uç hata ordu seyret seyret zevk ol ay seyret arkadaş SMILEYPOSITIVE,positive,1
3409, fazla duygu sömürü yapilmis,negative,1
3410, sihirbaz film güzel yap fil oyun mükemmel fil senaryo süper fil izle tavsiye et,positive,1
3411, film gitgide pişman ol başka yaz gel,negative,1
3412, heyecan verici film zevk izle kadro mükemmel zatensöze izle,positive,1
3413, film kısa bul kısa bul vahşet sahne tabi ikmal ol film izle ol tür,positive,1
3414, hakan gerçek oyun dil zayıf film,negative,1
3415, gönül yara film gel diyordumama gel gerçekten kelimeylemükemel,positive,1
3416, ask filmisadece uzun uzun ol seyret,positive,1
3417, ad taksir film olmusaksiyon film ol çek komedi serpiştir çek senaryo,negative,1
3418, bekle hayal kirikligina ramis ol film tane,negative,1
3419, güzel eğlence filmpuani ol diyebilirimgerçekten standart üst ver,positive,1
3420, süper kot film tavsiye et,negative,1
3421, sanatsal film düşün bolca seviş sahne cinsel vardisirf film izle sahne seviş ver iste parti,positive,1
3422, film kaç süper ol geç kal fil men seri film çek ara son seri güç geri alacan öğren sevin metal hükmet başka,positive,1
3423, hafta son izle başrol oyun karakter örtüş söyle genel itibari iyiydibilinen bilgi üzer kurgulanmisdaha detay öğren iste tarihçi hayati isim eser okuyabilirsinizsaygilarimlabenden,negative,1
3424, christopher ol deha başka,positive,1
3425, film basit yönetmen ol bak git hal amatör taraf hazirlandigini anladimöyleki cümle kur tahmin et konu basit ol usta el taraf güzel yoğrul güzel film ol,negative,1
3426, hala hatırla yas film göz doldugunuanimasyon sanayi ön müzik hala sene keyif dinle hatun mat hat wonderful para hatun mat yasin taze,positive,1
3427, kelime rezaletcocuk filmiuyariyorum,negative,1
3428, sıra konu görsel ol doyurucufilmde il smith ol film ol tartisilirsonlara gerilim aksiyon tirmaniyorsikilmadan izle konu klasik fazla beklenti ol,positive,1
3429, sik film yar gidi,negative,1
3430, övgü fazlasıyla hakem harika film agladigim film türk film ara ileri ol film,positive,1
3431, izle miras filmsitedeki puan skandal borsa zaman kaybet,negative,1
3432, bil film güzel arkadaslarahayatimin berbat film borsa harca zamaniydiberbat kesinlikle izle,negative,1
3433, aile başla tatil genç taraf kabus çevril anlat filaman zaman sık izle ger basariyorkumandayla video geri sar olay güzeldiizleyiciyi rahat et izle film,negative,1
3434, güzel boy izle bad george clooney emin film izle utanmislardir süper film kötü kadro aldan,negative,1
3435, güzel eryaman yap eser saygı film eksik olay direk öl balamir kurgu ol bit,positive,1
3436, izle sik git gülemedimüzülmedim saçma sap film,negative,1
3437, izle kazandirmycak saçma sap özenti filmiboykot yap işle zamanindaberbat,negative,1
3438, akli zorla iz acil bırak film kesinlikle üzer ver bas yapıt,positive,1
3439, izle değer film hayati gergin sini yasa evet tutarsızlık,positive,1
3440, sinema izle film ol ayrı yer tamir yasin yeni gir doğal ol zar zor alt oku göz dol mel gibson kredi haykirisiyla,positive,1
3441, sinekritikte arkadaş dil film ol dil filmidigerlerinin senaryo vasati prestij merak sakin orta çikaramiyorchristopher ol göz spielberg in ön artık,positive,1
3442, film izle iste yorum bak iste yorum film izle yapilmis film alaka ol arkadaş izle yorum yap anlamadimemege saygı,negative,1
3443, harika film dövüş sahne art ol puan ver,positive,1
3444, amin al ikiz sev puanla sistemidirsirf puanla sistem arkadasimiz site takip et biraktikoskoca imkb üzer yap ilkokul çocuk üzer yapiyorsunuzçok saçmalütfen düzel düzel,negative,1
3445, ver para yazık ol izle ciktiginizda paralizi geri iste dusuneceksinizkesinlikle tavsiye et inci kesinlikle seyir ol film,negative,1
3446, film oyun ev besle ev bit orta görün birey un ayak iz ses zaman kayıp,negative,1
3447, pedro almodovar sev yönetmen film hayal lirik yarat son derece komplike kurgu senaryo sahip amir derece sik air film ol penelope aruz luis hazari basari oyun film kurtar,negative,1
3448, puan film değ cop espri bel asabi ver iste mesaj genel güzel vasati us,negative,1
3449, sinema git ev izle ortalama dvd denge kalite yakış tony scott film yap cep bişi birik yaptigi film,negative,1
3450, kötü film artık yap kalk,negative,1
3451, eğlence komik fil olmusözelikle john travolta süper ol başka birey söyleyemiyorumeglenmek gül güzel şarkı dinle iste mutlaka git,positive,1
3452, kesinlikle tavsiye et saçma sap senaryo durgun sik bunaltıcı para yazık et tv ye düş izle,negative,1
3453, boş zemin eğlence şekil geçir karar ver izle,positive,1
3454, film fark ol film izle banyo geçen konu değişik saçma oyun honda senaryo ol oyun oyna film yap hala anla beğen izle tavsiye et,negative,1
3455, kötü film hava kal manuel jackson in iste parmak ol anlat mi gör yasa halüsinasyon ikili sağlam senaryo oyna bekle yazık borsa geç zaman,negative,1
3456, çocuk hitap etik aşikar imdat sene popüler müzik sincap taraf söyle film,negative,1
3457, film baba sinir kat kat fil ol niyet kıyasla film ayni oyun çık is fark,positive,1
3458, kesinlikle acil film kötü duygu hayat öl,positive,1
3459, nicolas cage film kesinlikle,positive,1
3460, güzel filmdibirincisi güzeldibence izle filminsalah üçüncü güzel ol,positive,1
3461, begenmedimsafak sefer gül potansiyel proje seç,negative,1
3462, olay direkt ol yansililmaya çalisildigindan film dogaligini korumusörgüt iç yüksel ver gerilim ihanet çaba güzel yansitilmisçok ol izle dram,positive,1
3463, film nicolas cage ye yazık et anlmiylatek kelime gir film,negative,1
3464, aç başla film işkence sahne seyret mide bulan güzel mide kaldır ol hitap et,positive,1
3465, gel meclis dram film,positive,1
3466, güzel filmizlemekten asla sikilmamfilm şekil anlatiliyorolmadi ol san gül bay gülüyorfranka potenteyide mori bleibtreude seviyorumikisinin ol film sev,positive,1
3467, film ilgi çek büyük polis iv saklandigi yer eski türk hamam ol film batman alaka ol film,negative,1
3468, izle film bilim hurt in performans etkile müzik güzel son izle film ol düşün,positive,1
3469, evlen tavsiye et kadro muhteşem,positive,1
3470, hayat izle kötü film git müzik ol,negative,1
3471, 195 ten yan tür film parti zaman basari sayilabilecekse puan emin konu bay sıra,negative,1
3472, arkadaş film kitabi oku kitap küfür sayfa kitabi gün bitir hava at falan kar gol ol anla die senaryo spor oyun oyun spor yönetmen fon is çık tat yen,positive,1
3473, sevin la kesinlikle dil film emin izle akıl süre çık oyun gerçekten basari hugo jackson savlet johnson ol tabi,positive,1
3474, müthiş müthiş müthiş bas durgun geç ilerle film anla film gerçekten sok ol,positive,1
3475, izle süper film git lazım,positive,1
3476, ver puan takip film izle gaflet bulun izle saçma ask film film karistirip orta saçma birey çikartmislar,negative,1
3477, gerçekten izle film helen su dönem genç seyretirebilecegimiz güzel film güzel duygu iç inan anla,negative,1
3478, gerçek zaman göz ön dur kal bak rol hayrani ol rol fark ol dile,positive,1
3479, kötü cem yakismamis,negative,1
3480, süper film boyut ol güzel ol sağla yasiyomusum hisset hata sahne büyük balık ver üzer düsüomus sistem ilginç ol zevk boyut gözlük süper,positive,1
3481, geçir boş dakika ol git gerçekten kötü film,negative,1
3482, yasadigimiz gezegen son 450 yıl iç yapilmis filmtestere dizi açık kaliko liste film baki geliyoinanilmazdi,positive,1
3483, üye tanı forum alan ol film ol kars çek düzey ol düzey edenknight forum alan millet sataş unut,positive,1
3484, senaryo para et tarantinonun akıl kaleci şekil çek insan film güzel ol düsündürmektemarjinal güzel,negative,1
3485, mega fon kadro ol hayal su dt,negative,1
3486, oyun bak süper bad george clooney john malkovich film bak lise benze,negative,1
3487, hayat sinema yarı terk amaç film duygusal genel saçma el süper konu yarat oyun ilişki sinir kesinlikle fragman kani,negative,1
3488, film izle insan duygu ayni an hisedebiliyorizledigim film mel gibson laf tanrı adam aktör ol yarat,positive,1
3489, ten film izle güzel film yer,positive,1
3490, bilim kurgu film süper ciro söz,positive,1
3491, morgan jackson baskı gol ol film karakter bul,positive,1
3492, kira film kötü ol irat film ol sim güzel hareket partili ol eski cüneyt erkin film tarz ol,negative,1
3493, et bul ladin kanitlamis harika film para harca,negative,1
3494, güzel senaryo tom hans in usta oyun birlesmisne güzel film ol gün diyemeyizçünkü esaret bedel forest grup eksik,positive,1
3495, muhteşem yapım dans the don rol yap,positive,1
3496, film basari buldumizlenebilir seyir,positive,1
3497, kitap enfes film kitap özet kal film çap basari bul kitap uyarla film kader özet kal,positive,1
3498, umut dolu beklenti vasat son devam çek bomboş yapım,negative,1
3499, film kurgusal ol özgün basari say seray sever oyna konu basari prodüksiyon çık kast ta hata ol,negative,1
3500, sim film çek senaryo kaç sayfa izle kafa takıl soru bunlardivizyon gör ol mucize,negative,1
3501, film ders gerçekten iyiaslinda birey göster kötü acımasız ol dünya kötü kal,positive,1
3502, kesinlikle seyret filmiseyretiginize pişman olmicaksinizson yular izle film,positive,1
3503, unut film geçen muhabbet boş ol ol söyle arkadaş mutlaka eleştiri saygı duy film adindanpulp fictionucuz roman boş muhabbet amaçlandigini eğlence ol yeni ol belir istiyorumtarantinoyu kutla,positive,1
3504, film güzel yarı dayan son izleyemedimsaw hostes tarz film sev,positive,1
3505, basari intikam öykü,positive,1
3506, bekle kötü oyun değişik klasik senaryo SMILEYNEGATIVE final sahne hal ol anla,negative,1
3507, alman sinema sağlam örnek bekliyorbol ödül film fragman begendimilerde izle iste,positive,1
3508, sakin izle izle zemin harcadiginiza pişman ol film acayip ger silinti,negative,1
3509, eğlence romantik komedizamaninda sinema izle begenmistimüstüne ev izlemisimdirbu ara pizzacı söyle sahne başlangıç sahne ayrı,positive,1
3510, kelime kusur,positive,1
3511, kesinlikle izle müthiş aksiyon,positive,1
3512, gerçekten mükemmel film kurgu ilerle konu gerçekten rahat et sahne ol izle fazlasıyla değer ol film kaçır,positive,1
3513, hala film izle ol yakin bina çatı çek at,positive,1
3514, izle 112207 tarihi itibari izle düşün oyun kadro konu fantastik görün ismet,positive,1
3515, dehşet film izle vampir film korku ol kadro senaryo film uzer yap etkile,positive,1
3516, başyapıt,positive,1
3517, fragman başka yer izle bura yorum yaz fragman bul site,negative,1
3518, birinci beğen ayna tane cem,negative,1
3519, sırf para kazan yapilmis film ol basari el etiler hafta geçmiş seyirci bayi para kazan sinema kültür birey kat puan üzer,negative,1
3520, film kötü 1974 yar temas alaka film batirmislar resmen korku film vahşet sağ bas,negative,1
3521, drama zayıf kal film özelik yas ali çocuk etkile ol büyük sıkıl izle,negative,1
3522, son derece eğlence komedi ol an sikilmayacaginiz keyif espri ol film boş vakit geçir kafa dağıt ideal seçim ol oyun doğal basari ol,positive,1
3523, boş vakit ol saygı,negative,1
3524, gerçekten kalite filmtarantino film bekle dogrusuarsivinizin değişmez film,positive,1
3525, izle film,positive,1
3526, film büyük beklenti iç git gül amaç git gül fazla sahne hatırla cem yılmaz ince espri gülen arkadaş sik gel film,negative,1
3527, film şimdiye izle saçma film ikicilik antik aksiyon vampir dünya merak et tavsiye et zevk mesele beğen,negative,1
3528, son derece kopuk basari soğuk film zaman kayıp,negative,1
3529, mükemmel animasyon yas kitle izle yapimizlemeyen kal,positive,1
3530, beğen film fena değ güzel an bit dakika saydimtavsiye et silinti öl,negative,1
3531, kot film izle kader izle film ikinci bolu dayan izle bileparam borsa git geç zaman borsa john amca otel git yazık et para kot film uzer,negative,1
3532, son zaman aktör para kazan düşük bütçe çek konu ol hacim kaç ask hikaye birleş son zaman moda amerikan film seri sev sev,negative,1
3533, hal katil bekle bul,negative,1
3534, yabancı menşeli yeşilçam film konu son derece sıra güzel sevimli harika,negative,1
3535, muhteşem film inanılmaz akil oyun zehir zeka senaryo müthiş kadro kesinlikle izle film,positive,1
3536, kesinlikle son zaman izle güzel korku gerilim film izle gör hak ver,positive,1
3537, film mehmet rol dil vasat film,negative,1
3538, iç samimi simsiyah güzel hikayezaten jack nicolas morgan ferman oynadigi film güzel film bekle begendimcok güzel,positive,1
3539, film rezalet deigildibeklenen zevk vermedi2filmicin 1sonbutce buçuk orta efekt dil diyelimamazaman kayıp,negative,1
3540, dünya dünya son gel ver film bil intihar et ev kapa kal vasat dünya son film ol izle değer ver film zaman kayıp ol gör,negative,1
3541, film saygifilm kelime müthisben yorum yaz yorumla fazlasıyla değer buldumabartili yaratık yer ver film yakismis izle değer film,positive,1
3542, film kurgu önem ver ol nadiren film ver 206nin kan film nefis,positive,1
3543, su film puan çikarmisiniz söyle söz bul çek türk sinema geliş sebep,negative,1
3544, arkadaş film hayat izle gerçekten basyapitarsivlik film kesinlikle izle uzer,positive,1
3545, gerhard bit irlanda akis ol sözkonusu iskoç vizyon gir sabirsilikla bekle,positive,1
3546, gerçekten film etkile el degilzaten dolar çek film hafta dolar ulaş film ol gösteriyortürk rambo polat alemdar yeni macera bekliyoruzarayi fazla uzatmasinlarbu ara tane süper performans göster,positive,1
3547, ah jack nickolson vah morgan ferman vakit portal film ol oyun sev,positive,1
3548, güzel film degildisadece dini ol korkut istenyoama sinema izle para ver,negative,1
3549, film konu partili sahne ilgilen cani aksiyon izle iste film,positive,1
3550, sik,negative,1
3551, duygusal he komik güzel türk film buda duruk puan al mahkum edilmisyazik,positive,1
3552, mükemmel film harika,positive,1
3553, kara propaganda örnek ver tür amerika birleşik devlet film ol kara sinek benze doğu medeniyet ders ver alo sason saçmaligindan başka söyle konu dürüst söyle he,negative,1
3554, mel gibson in şüphesiz filmlerindenözgürlügün anlatildigi muhteşem filizle kaybet,positive,1
3555, iste kelime mükemmel film insanoğul eksik güzel dil getirilmisfazla söz zatengidin ali yap et izle,positive,1
3556, süper film sürpriz sürpriz üst zan christian bale yet mi,positive,1
3557, film güzel son helikopter husus saçma adam asabi düş tdk sur adam telefon et asabi uzak hadi ol helikopter naci yüksek iktidar anla,positive,1
3558, süper süper süper son fark bit arkadaş tavsiye son yarat fark olmazdiizleyin,positive,1
3559, kötü yapilmis kötü çek film kurtar meral stres oyun kesinlikle oscar hakem,negative,1
3560, basit korku film tadindaydikarakterler otur son bölüm kari tatmin et deilditam zaman kayıt sadet tavsiye et,negative,1
3561, yaz birey aslindabir film etkile didaktik olabiliralternatifsiz,positive,1
3562, film inanılmaz dram yumlu gerçekten mendilsiz kari otur deli alim sefer harika fil fikret kus abi selam,positive,1
3563, dil kesinlikle mükemmel film martin scorsese film izle kurgu yap öğren ödül ver akıl sanayi tebrik üzer film,positive,1
3564, git git artık ekip hafta dizi film yap para yazık,negative,1
3565, il smith artık film sev başla umut kaybet film bayilmistim dram üzüntü seyirci güzel yansı artık favori oyun film basın oyna göster,positive,1
3566, bil 410,negative,1
3567, güzel film hasta ol insan güzel ver film gazi kan kombi beğen gönül rahatligiyla izle,positive,1
3568, senaryo kurgu zayıf üzer et gölge arka hal fazla,negative,1
3569, sıcak filmçocugun amaç ulaş geç yol sik ol anlatilmisvesonunda güzel son bitirilmisama hareket uyuz ol özelik agresif davranislarina,positive,1
3570, bak izleyebilecegimkonusunun tunceli devam et izle ders cikarmamiz gerekendeneysel ozgunbir SMILEYNEGATIVE,positive,1
3571, film beğen ol ol ukalalık olursadece dil sinema tarih birikim yönetmen zaman senarist oku sinema okul birik film çekmishelal ol el salik mutlaka seyret,positive,1
3572, güzel film izle güzel bilim kurgu film git tavsiye ederim109,positive,1
3573, insan ilkel mutlu paylasilinca gerçek insanoğul türlü tadamadigi gerçek özgür sevgi yansitildigi sahte yasa kop sevgi özgür tat bak iste yol göster muhteşem yapım,positive,1
3574, komik surat yapilmisdiger film güzeldisikildim izlerkenhiç bekle,negative,1
3575, film seç ol film mutlaka izle,positive,1
3576, berbat filmsenaryo etki ol yönetmen yazık uyarlayamamisbence vakit film harca,negative,1
3577, kötü final derin hayalkirikligina ugratmis film,negative,1
3578, film bekle güzel çık müzik ödül lig düşün,negative,1
3579, kötü gör,negative,1
3580, film izle girişim film ol haber belirsiz giyim acele ol film seç ilişki seç gerçekten mükemmel film yap bayıl kelime süper tavsiye et çocuk et yan otur küçük çocuk SMILEYPOSITIVE,positive,1
3581, üzer ugrasilmis sonuç çikmamis al film emek ver saygı duy lazım,negative,1
3582, film puan ali hayret içerisindeyimbosuna zaman kayıp sakin ol izle puan,negative,1
3583, film kork arkadaş 204 tayland yar serter adli film öner yanlislikla 208 abd yasemin izle sakin abd yar ol paranormal dandik,negative,1
3584, rant el et film ol berbat ol sefer fark film berbat,negative,1
3585, harika yapıt defalarca sıkıl izle,positive,1
3586, film fazla korkut gel söyle imkansız bas son silinti yasama izle film,positive,1
3587, film sim izle sinema izle gerçekten güzel film anla sev ihtiyar ver,positive,1
3588, yorum katiliyorumsaygilar,negative,1
3589, orijinal sürükleyici hareket macera film bekle barindiriyorkismende ol son sahip klasik hollywood final yap güzel olmusizleyin beğen,positive,1
3590, oyun mi senaryo film hata mi eleştir bil,negative,1
3591, kötü kötü kötübosuna zaman harca git türk film izle konu kötü oyun kötüle son saygı film kötü,negative,1
3592, vasat oyun vasat hikaye vasat mizansen vasat film,negative,1
3593, ol arşiv çocuk izle eski sener film benze ödül ali anla,negative,1
3594, film izle izle düşün sim konu oku oku amerikan film konu film türk taraf yap üzücü kal eylül saldirilarinin amerikalı taraf yapildigi açık net şekil orta,negative,1
3595, ton efsane boş görsel öl,negative,1
3596, zaman geç git pişman ol durum komedi film git mantiklisi şekil gül film cide vasat lise dolu,negative,1
3597, kesinlikle git kopukluk konfuçyusun söz etkile film yapilmis korku film mi aksiyon anla film izle holwod gerçekten özgün senaryo üre karar ver son yular,negative,1
3598, dvd izle güzel beğen izle john travoltonun araba adam beyin sahne güzel,positive,1
3599, kesinlikle git hata et fragman izle yeter türk film izle iste ti muhakkak eski yeşilçam film mutlu ol,negative,1
3600, yönetmen tarkovsky ol insan heyecan şahsen sar tiyatro hava filmsirsel görüntü zengin geri,negative,1
3601, zaman kötü film sikiciçok lise film basari,negative,1
3602, küçük gün isim siyasi iç isitacakbagimsiz sinema güzel örnek ayricabayildim,positive,1
3603, asil film film beğen ihtimal ol dizi gör sinir aksiyon çek duygu yük ol beraber duygu fazla ajite et ingiliz sinema seçkin örnek,positive,1
3604, tom hans oyun çikardigi güzel film içer mesaj önem,positive,1
3605, muhteşem sürükleyici filmdikopuk sahne birey anla izle hersek atina kavuş sok ol izle,positive,1
3606, çizgi roman beyazperdeye çevril vasat film,negative,1
3607, dev panel euro yap kafe ürün bruce herif bul mi zor yazık,negative,1
3608, ergen izle çek zeka noksan film dahamerak et mtv kitle film izle düşün başka söyle iste carlos um an sinema sektör sil,negative,1
3609, kötü recep ivedi film ol,negative,1
3610, sinema tarih beğen kült film mutlaka izlenilmelitarantino herzamanki mükemmel,positive,1
3611, ol izle film hayati güzel film,positive,1
3612, süper film konu etkile mutlaka gör lazimkaçirmayinsizi sars film,positive,1
3613, film son gerçekten sasirticiydi jet film ol aksiyon güzel doz ayarlanmisti,positive,1
3614, hayal kirikligina uğra entrika ol brezilya dizi fark kal film son oyun etkile el izle,negative,1
3615, yapım izle güzel film bil,negative,1
3616, arkadaş bugün film ver yıldız film kadro konu aldan arka al film gitikfilm kelime iç berbatitelevizyonda izle emin kanal değiş,negative,1
3617, film ikili sat ol hala kötü film çek yüksek puan ali sok içeri bas son kötü oyun olay kars ver sürekli anlam mantık tepki anlam berbat film paralizi borsa harca,negative,1
3618, baba oğul setret etkile film ayni duygu hisset müzik deha olamaz film tavsiye et,positive,1
3619, film gizem cinayet anlat zekice plan hazirlanmis son na hayran kal,positive,1
3620, türk sinema çay atladigini göster filmçagan ırmak yönetmenoyuncular hafıza iz bırak şekil performans sergiliyorlarmüzikler hakikaten kelime kusur filmbravo,positive,1
3621, konuş atkinsondan mükemmel mimik harika oyun izle gül komik,positive,1
3622, ömür müzikal film keyif izle müzik konu harika,positive,1
3623, bekle korku film,negative,1
3624, film inanılmaz güzel küçük sinema basari ol al gel hayal dünya anlat fantastik film,positive,1
3625, süper süper süper başka film zor ol konu süper çekim süper oyun süper film not ver gelir tank mel gibson tank veri,positive,1
3626, gerçekten etkile son yar dram film hata film teknik açı eksik ver iste film anla duygulan git fazlasıyla al tebrik çakan ırmak,positive,1
3627, hollywood senarist yönetmen son yular senaryo yazım eksik yabancı film uyarla geçiş çeliş film birik çık ejderha döv hollywood uyarla,negative,1
3628, sakin isim kani aile filan izle film resmen porno ödül al oda barmen harika,negative,1
3629, film dal numara ol türk yap gör ol böle türk sinema destek ol avrupa vizyon göster ilgi türk sinema göster yer gelecek inan,positive,1
3630, sahne film tutun imkansız sik film,negative,1
3631, sahne geri sahip sahip izle hatırla el sağla tekne atla özelik başyapıt,positive,1
3632, batman 205 te michael keton la dön sanirimilk batman karizmatik hak batman rol uygun kişi tekrar et batman sev,positive,1
3633, izle korku film fark ol beğen,positive,1
3634, film ol renk hal gelebilirbayildim,positive,1
3635, hayat günlerce anlat film iste,positive,1
3636, ego tatmin sadizm selam çek,negative,1
3637, fazla söz bırak artık klasik say film tür örnek tom hane bugün konum getir film sıcak keyif güzel vakit geçir sağla akıl kal filmbugüne izle ol katip,positive,1
3638, film yorum metin uç hapis zaman kelime katildigimi belir film puan taclandiriyorum,negative,1
3639, izle komik kesin iz,negative,1
3640, insani liste hazirlayasi gel,positive,1
3641, film kelime muhteşem kelime başyapıt,positive,1
3642, kelime süper film,positive,1
3643, güzel tavsiye et para ger film,positive,1
3644, süper film kesin izle SMILEYPOSITIVE saka,positive,1
3645, anlat iste inanılmaz etkile şekil anlat müthiş film,positive,1
3646, film görüntü yara yer venedik seyir gez ol film süper oyun film yakistiramadim fazla puan ver,negative,1
3647, sinema kötülenmedihoslanmadigim otel seri yan başyapıt kal,negative,1
3648, testere film tekrar katliam söyle,positive,1
3649, koç forest koç gerçekten süper film bit,positive,1
3650, bas klasik korku film eda ilerle film ani sahne an irkil orta son hareket son merak et son müzik harika,positive,1
3651, mükemmel söyle birey fazla benceasiri duygusal aglatiyotekrar tekrar izle izle,positive,1
3652, arkadaş fil muhteşem ol bide is uğra insan ol fil kaç seyir,positive,1
3653, film harika mutlaka izleyinrobert ciro rol yakismisarkadasin kötü büyücü kadın oyna michel pfeifer oluraçikçasi zevk izle fantastik film,positive,1
3654, inan gerçekten zorlu site film ver gerçekten üzücüfilm izle basit film ol hafıza yer kokart kol ikon deli et,negative,1
3655, hugo jackson hasta film çoksihirbaz in senaryo sasirticiligi fazlaydiasil film hakket un üstün tabi film hayır,positive,1
3656, arkadaş belir geri seri berbat et giyim,negative,1
3657, film özet oku yaz et film maskot ol nitelen sürat fare 200 yıl yasemin sincap tür pes kostuguda ceviz meme palamut,negative,1
3658, gül takti oyna sonuç hüsran,negative,1
3659, korku iğrençlik ara fark kan organ korkut mide bulan cinsel ver amerikan pasta seks sahne kötü film tavsiye et,negative,1
3660, mükemmel türk yar dram sev kesinlikle kaçır,positive,1
3661, gerçekten son zaman dünya üzer baba okul ilişki islami film oyun gerçekten harika fikret kus çakan ırmak ikili harika birlik dram film,positive,1
3662, film tarih çek bit saha film çek mümkün izle öl kaybet,positive,1
3663, film ver sinop yer ol film beğen film hayalet korkutucu ol bekle oda korkutucu açikcasi ver para aciz yapım para ye güzel efekt görsel zenginlestirselerdi ol,negative,1
3664, hayat izle film izle film kaç,positive,1
3665, mükemmel film git sik git izle,negative,1
3666, gizli gizli gizli aday tanzim,positive,1
3667, film başka birey başka yer film senaryo harika film ödül ödül mel gibson in el salik,positive,1
3668, kötü gerçekten kötü hayal kirikligiçizgi film sev film bekle üz film ol ol kötü ol film kesinlikle yasin alt,negative,1
3669, kadro bak film dur beklenti cevap ol eğlendirici film vakit geçir film kötü,positive,1
3670, yorum abartilmis aman aman film degildiotele kaplan gir adam çatı kal falan saçmaydibir saçma yer ver kaç yer gül ahi sahip film değ lig puan fazla ikinci film izle düşün,negative,1
3671, çakan ırmak fikret kumandan baba çık,positive,1
3672, yapimfazlasiyla keyif al,positive,1
